trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,depart,trip_mode,mode_choice_logsum
187690129,572226,226041,23461266,atwork,1,TRUE,1,atwork,960,1040,NA,12,DRIVEALONEFREE,-0.19962023674741383
187690133,572226,226041,23461266,atwork,1,FALSE,1,Work,1040,960,NA,15,DRIVEALONEFREE,-0.4070168768908968
187690445,572226,226041,23461305,work,1,FALSE,4,othdiscr,670,1040,11.768526490323763,17,DRIVEALONEFREE,-0.6677159938015639
187690446,572226,226041,23461305,work,2,FALSE,4,othmaint,830,670,11.743181945475037,17,DRIVEALONEFREE,-0.5490567213793934
187690447,572226,226041,23461305,work,3,FALSE,4,shopping,792,830,11.5698673747034,17,DRIVEALONEFREE,-0.2210596530237695
187690448,572226,226041,23461305,work,4,FALSE,4,Home,844,792,NA,17,DRIVEALONEFREE,-0.40440937603152627
188258625,573959,226369,23532328,escort,1,TRUE,1,escort,811,844,NA,10,SHARED3FREE,2.0648152679260083
188258629,573959,226369,23532328,escort,1,FALSE,1,Home,844,811,NA,11,SHARED2FREE,2.072032445502877
188258753,573959,226369,23532344,othdiscr,1,TRUE,2,shopping,864,844,19.253176935189884,15,SHARED3FREE,1.7030938430759563
188258754,573959,226369,23532344,othdiscr,2,TRUE,2,othdiscr,876,864,NA,16,SHARED3FREE,1.599290175701427
188258757,573959,226369,23532344,othdiscr,1,FALSE,2,eatout,852,876,18.76580912928503,21,DRIVEALONEFREE,1.769818971154201
188258758,573959,226369,23532344,othdiscr,2,FALSE,2,Home,844,852,NA,21,SHARED3FREE,2.010960047122952
188871177,575826,227002,23608897,school,1,TRUE,1,school,870,844,NA,8,WALK_LOC,-1.2522953544388187
188871181,575826,227002,23608897,school,1,FALSE,1,Home,844,870,NA,15,WALK_LOC,-1.2543510521785368
190892049,581987,229006,23861506,work,1,TRUE,1,work,887,849,NA,7,DRIVEALONEFREE,-0.3820268379658015
190892053,581987,229006,23861506,work,1,FALSE,4,othdiscr,961,887,12.21728286006298,16,DRIVEALONEFREE,-1.0087992140492108
190892054,581987,229006,23861506,work,2,FALSE,4,work,811,961,13.126210723249057,18,DRIVEALONEFREE,-1.0591307529193603
190892055,581987,229006,23861506,work,3,FALSE,4,othdiscr,1266,811,12.491528556980265,20,DRIVEALONEFREE,-0.7671451190324327
190892056,581987,229006,23861506,work,4,FALSE,4,Home,849,1266,NA,22,DRIVEALONEFREE,-0.6440821498414662
192803305,587814,230544,24100413,work,1,TRUE,1,work,734,854,NA,8,DRIVEALONEFREE,-1.4070032622509248
192803309,587814,230544,24100413,work,1,FALSE,1,Home,854,734,NA,16,DRIVEALONEFREE,-1.0260065386822057
198024689,603733,234906,24753086,shopping,1,TRUE,1,shopping,809,878,NA,11,SHARED2FREE,1.2268283427830884
198024693,603733,234906,24753086,shopping,1,FALSE,1,Home,878,809,NA,12,SHARED2FREE,1.2737010874006212
198024649,603733,234906,24753081,othmaint,1,TRUE,1,othmaint,870,878,NA,14,DRIVEALONEFREE,-0.09715987409195044
198024625,603733,234906,24753078,othdiscr,1,TRUE,1,othdiscr,853,878,NA,15,SHARED2FREE,0.9733772898558554
198024629,603733,234906,24753078,othdiscr,1,FALSE,1,Home,878,853,NA,15,SHARED2FREE,0.9742139481804454
198024653,603733,234906,24753081,othmaint,1,FALSE,2,shopping,870,870,11.817844967709087,15,TAXI,0.4184209468605581
198024654,603733,234906,24753081,othmaint,2,FALSE,2,Home,878,870,NA,15,DRIVEALONEFREE,-0.09843933405757918
198515361,605229,235494,24814420,school,1,TRUE,1,school,847,905,NA,11,WALK_LOC,-0.7336723437168693
198515365,605229,235494,24814420,school,1,FALSE,1,Home,905,847,NA,21,WALK_LOC,-0.8527099607794246
200285593,610626,237004,25035699,shopping,1,TRUE,1,shopping,891,909,NA,10,DRIVEALONEFREE,-0.4124651142527567
200285597,610626,237004,25035699,shopping,1,FALSE,1,Home,909,891,NA,12,DRIVEALONEFREE,-0.3173687035607378
200987561,612766,237538,25123445,work,1,TRUE,1,work,829,930,NA,7,DRIVEALONEFREE,-0.6000394274328745
200987281,612766,237538,25123410,atwork,1,TRUE,1,atwork,847,829,NA,15,DRIVEALONEFREE,-0.3896630359542953
200987285,612766,237538,25123410,atwork,1,FALSE,1,Work,829,847,NA,15,DRIVEALONEFREE,-0.394685427654177
200987565,612766,237538,25123445,work,1,FALSE,1,Home,930,829,NA,20,DRIVEALONEFREE,-0.5182422408008989
202674465,617909,239182,25334308,work,1,TRUE,1,work,1180,925,NA,5,WALK_LOC,-2.0351538256509287
202674185,617909,239182,25334273,atwork,1,TRUE,1,atwork,1067,1180,NA,13,SHARED2FREE,0.41032919256428374
202674189,617909,239182,25334273,atwork,1,FALSE,1,Work,1180,1067,NA,13,SHARED2FREE,0.36361687942314086
202674469,617909,239182,25334308,work,1,FALSE,1,Home,925,1180,NA,18,WALK_LRF,-2.0389328131777837
203287081,619777,239595,25410885,othmaint,1,TRUE,1,othmaint,1413,925,NA,12,DRIVEALONEFREE,0.46677840803700765
203287085,619777,239595,25410885,othmaint,1,FALSE,1,Home,925,1413,NA,17,TAXI,0.465400315652776
205188849,625575,241036,25648606,school,1,TRUE,1,school,1413,879,NA,8,SHARED3FREE,-1.0643326493607879
205188853,625575,241036,25648606,school,1,FALSE,1,Home,879,1413,NA,17,SHARED3FREE,-1.1152518158439773
206903785,630804,242589,25862973,escort,1,TRUE,1,escort,1648,882,NA,7,SHARED3FREE,1.2961816646599478
206903789,630804,242589,25862973,escort,1,FALSE,1,Home,882,1648,NA,8,SHARED3FREE,1.297021553419945
206903793,630804,242589,25862974,escort,1,TRUE,1,escort,1633,882,NA,11,SHARED3FREE,1.5356462865964915
206903797,630804,242589,25862974,escort,1,FALSE,1,Home,882,1633,NA,12,SHARED3FREE,1.5601660088798883
206903913,630804,242589,25862989,othdiscr,1,TRUE,1,othdiscr,1533,882,NA,15,DRIVEALONEFREE,-0.8894418661000655
206903917,630804,242589,25862989,othdiscr,1,FALSE,1,Home,882,1533,NA,16,DRIVEALONEFREE,-0.8938332750305178
208128009,634536,243596,26016001,othdiscr,1,TRUE,1,othdiscr,907,873,NA,9,SHARED3FREE,1.5000014793459673
208128013,634536,243596,26016001,othdiscr,1,FALSE,1,Home,873,907,NA,13,SHARED3FREE,1.5337606489758544
208128033,634536,243596,26016004,othmaint,1,TRUE,1,othmaint,856,873,NA,13,SHARED3FREE,1.941807557479985
208128037,634536,243596,26016004,othmaint,1,FALSE,1,Home,873,856,NA,14,SHARED3FREE,1.943383504262356
210690217,642348,245582,26336277,escort,1,TRUE,2,shopping,928,904,18.05564251899871,7,SHARED3FREE,1.942509168604191
210690218,642348,245582,26336277,escort,2,TRUE,2,escort,917,928,NA,7,SHARED3FREE,1.4755491592916659
210690221,642348,245582,26336277,escort,1,FALSE,1,Home,904,917,NA,7,SHARED3FREE,1.5732556036690166
210690265,642348,245582,26336283,othdiscr,1,TRUE,1,othdiscr,715,904,NA,15,SHARED3FREE,-1.0830580461532473
210690269,642348,245582,26336283,othdiscr,1,FALSE,1,Home,904,715,NA,18,SHARED3FREE,-1.11162329319367
212620361,648232,247178,26577545,shopping,1,TRUE,1,shopping,899,929,NA,13,SHARED3FREE,2.2234196036752394
212620365,648232,247178,26577545,shopping,1,FALSE,1,Home,929,899,NA,15,SHARED3FREE,2.222861315791521
212620369,648232,247178,26577546,shopping,1,TRUE,1,shopping,916,929,NA,16,SHARED3FREE,2.0865587464837105
212620373,648232,247178,26577546,shopping,1,FALSE,2,shopping,1423,916,19.936251007533023,19,SHARED3FREE,2.0848781601073036
212620374,648232,247178,26577546,shopping,2,FALSE,2,Home,929,1423,NA,19,SHARED3FREE,2.489433775891144
213044793,649526,247837,26630599,shopping,1,TRUE,1,shopping,696,928,NA,14,DRIVEALONEFREE,-1.1722012452093695
213044797,649526,247837,26630599,shopping,1,FALSE,1,Home,928,696,NA,15,TNC_SHARED,-1.1719121341784093
213265521,650199,247989,26658190,school,1,TRUE,1,school,1422,928,NA,7,SHARED3FREE,-1.4339038551876697
213265525,650199,247989,26658190,school,1,FALSE,1,Home,928,1422,NA,17,SHARED3FREE,-1.3314611138479717
214658817,654447,249087,26832352,othdiscr,1,TRUE,1,othdiscr,818,900,NA,15,SHARED2FREE,1.2783335161988347
214658821,654447,249087,26832352,othdiscr,1,FALSE,3,shopping,853,818,18.052343064222406,20,SHARED3FREE,1.7790093352389897
214658822,654447,249087,26832352,othdiscr,2,FALSE,3,shopping,928,853,18.283140846563697,20,SHARED3FREE,1.5039185574904061
214658823,654447,249087,26832352,othdiscr,3,FALSE,3,Home,900,928,NA,20,SHARED3FREE,1.8471622005798225
215603569,657327,249816,26950446,work,1,TRUE,1,work,790,901,NA,9,DRIVEALONEFREE,-1.0138954057116643
215603573,657327,249816,26950446,work,1,FALSE,2,shopping,845,790,10.459828158396826,17,DRIVEALONEFREE,-0.5537950397116153
215603574,657327,249816,26950446,work,2,FALSE,2,Home,901,845,NA,19,DRIVEALONEFREE,-0.6035607268058273
216465161,659954,250632,27058145,school,1,TRUE,1,school,927,903,NA,7,SHARED3FREE,-0.9977172637099989
216465165,659954,250632,27058145,school,1,FALSE,1,Home,903,927,NA,7,WALK_LOC,-1.000475868356351
217709065,663747,251656,27213633,eatout,1,TRUE,2,othmaint,858,926,15.66090855016778,18,SHARED2FREE,0.49825575804650996
217709066,663747,251656,27213633,eatout,2,TRUE,2,eatout,1417,858,NA,19,SHARED2FREE,0.36978972450468395
217709069,663747,251656,27213633,eatout,1,FALSE,1,Home,926,1417,NA,21,DRIVEALONEFREE,1.2936907247554266
217732945,663819,251670,27216618,work,1,TRUE,4,escort,718,926,11.978347081610552,5,DRIVEALONEFREE,-0.28129517032385476
217732946,663819,251670,27216618,work,2,TRUE,4,eatout,809,718,11.195196276684099,6,DRIVEALONEFREE,-0.23975251434144
217732947,663819,251670,27216618,work,3,TRUE,4,escort,876,809,12.022094043233809,7,DRIVEALONEFREE,-0.3601207890927781
217732948,663819,251670,27216618,work,4,TRUE,4,work,698,876,NA,7,DRIVEALONEFREE,-0.4807480877310536
217732949,663819,251670,27216618,work,1,FALSE,2,eatout,1196,698,11.050802963791341,17,DRIVEALONEFREE,-0.6108181171731375
217732950,663819,251670,27216618,work,2,FALSE,2,Home,926,1196,NA,18,DRIVEALONEFREE,-0.6177688595755447
218312785,665587,252007,27289098,school,1,TRUE,1,school,1420,926,NA,8,SHARED3FREE,-0.7618313397774277
218312789,665587,252007,27289098,school,1,FALSE,1,Home,926,1420,NA,11,SHARED3FREE,-0.7661681789803556
218312585,665587,252007,27289073,eatout,1,TRUE,1,eatout,924,926,NA,18,SHARED2FREE,0.27657019252071
218312589,665587,252007,27289073,eatout,1,FALSE,1,Home,926,924,NA,19,SHARED2FREE,0.3786850449452336
218938017,667493,252641,27367252,work,1,TRUE,1,work,804,927,NA,7,DRIVEALONEFREE,-0.6181899661416024
218938021,667493,252641,27367252,work,1,FALSE,1,Home,927,804,NA,17,DRIVEALONEFREE,-0.49099771221799515
221133585,674187,254253,27641698,school,1,TRUE,1,school,875,809,NA,7,SHARED3FREE,-0.7896649188789711
221133589,674187,254253,27641698,school,1,FALSE,2,othmaint,842,875,9.364348085837406,17,SHARED3FREE,-0.6435424299363005
221133590,674187,254253,27641698,school,2,FALSE,2,Home,809,842,NA,19,SHARED2FREE,-0.6258780030559551
222151041,677289,255307,27768880,school,1,TRUE,1,school,879,811,NA,12,SHARED2FREE,-2.1868858917163023
222151045,677289,255307,27768880,school,1,FALSE,1,Home,811,879,NA,17,SHARED2FREE,-2.123779010971058
222872945,679490,255933,27859118,othmaint,1,TRUE,1,othmaint,867,812,NA,14,TNC_SHARED,-0.25162931371618386
222872949,679490,255933,27859118,othmaint,1,FALSE,1,Home,812,867,NA,15,WALK_LOC,-0.24947377319267267
223140025,680304,256178,27892503,work,1,TRUE,1,work,738,1481,NA,7,DRIVE_LOC,-0.4167478723815824
223140029,680304,256178,27892503,work,1,FALSE,1,Home,1481,738,NA,19,DRIVE_LOC,-0.24257219997954563
226084153,689280,258766,28260519,work,1,TRUE,1,work,1570,1452,NA,7,DRIVEALONEFREE,-0.9446397482257781
226084157,689280,258766,28260519,work,1,FALSE,2,othmaint,1743,1570,11.15196206886004,16,DRIVEALONEFREE,-0.19252006493857027
226084158,689280,258766,28260519,work,2,FALSE,2,Home,1452,1743,NA,17,DRIVEALONEFREE,-1.0371084389344152
226598521,690849,259269,28324815,eatout,1,TRUE,1,eatout,1424,1452,NA,13,SHARED3FREE,2.496830584749299
226598525,690849,259269,28324815,eatout,1,FALSE,1,Home,1452,1424,NA,23,SHARED3FREE,2.496830584749299
228379761,696279,260916,28547470,school,1,TRUE,1,school,1389,1358,NA,8,SHARED3FREE,-1.0753197681106241
228379765,696279,260916,28547470,school,1,FALSE,1,Home,1358,1389,NA,16,SHARED3FREE,-1.0753129915390076
228695689,697242,261237,28586961,work,1,TRUE,1,work,923,1393,NA,6,DRIVEALONEFREE,-1.8612452937028823
228695601,697242,261237,28586950,othmaint,1,TRUE,1,othmaint,1010,1393,NA,18,DRIVEALONEFREE,-2.445857854823068
228695605,697242,261237,28586950,othmaint,1,FALSE,1,Home,1393,1010,NA,18,DRIVEALONEFREE,-2.369508557053134
228695693,697242,261237,28586961,work,1,FALSE,1,Home,1393,923,NA,18,DRIVEALONEFREE,-1.8593757663029837
229106017,698493,261580,28638252,work,1,TRUE,1,work,1575,1396,NA,7,DRIVEALONEFREE,-0.7066104125723267
229105889,698493,261580,28638236,atwork,1,TRUE,1,atwork,1574,1575,NA,11,WALK,-0.27591712659947903
229105893,698493,261580,28638236,atwork,1,FALSE,1,Work,1575,1574,NA,14,WALK,-0.2759170454935843
229106021,698493,261580,28638252,work,1,FALSE,1,Home,1396,1575,NA,18,DRIVEALONEFREE,-0.6927415042351168
230879449,703900,263152,28859931,school,1,TRUE,2,escort,1432,1390,10.274884801704404,12,SHARED3FREE,-1.0385491006305194
230879450,703900,263152,28859931,school,2,TRUE,2,school,924,1432,NA,13,SHARED3FREE,-0.7875745590050744
230879453,703900,263152,28859931,school,1,FALSE,1,Home,1390,924,NA,15,SHARED3FREE,-1.4657912722004056
231867777,706913,264058,28983472,work,1,TRUE,1,work,598,1400,NA,6,DRIVEALONEFREE,-1.4406556689597143
231867465,706913,264058,28983433,atwork,1,TRUE,1,atwork,597,598,NA,13,DRIVEALONEFREE,0.020016757421430716
231867469,706913,264058,28983433,atwork,1,FALSE,1,Work,598,597,NA,14,DRIVEALONEFREE,0.020016757421430716
231867781,706913,264058,28983472,work,1,FALSE,1,Home,1400,598,NA,16,DRIVEALONEFREE,-1.4513685667000091
232426953,708618,264539,29053369,school,1,TRUE,1,school,1389,1402,NA,7,DRIVEALONEFREE,-0.33761076610270796
232426957,708618,264539,29053369,school,1,FALSE,3,social,1575,1389,9.93423741126951,17,DRIVEALONEFREE,-0.5853036764747572
232426958,708618,264539,29053369,school,2,FALSE,3,social,1575,1575,10.96749090589653,17,DRIVEALONEFREE,-0.04437306356285079
232426959,708618,264539,29053369,school,3,FALSE,3,Home,1402,1575,NA,17,DRIVEALONEFREE,-0.4504607456295633
232659897,709328,264733,29082487,work,1,TRUE,1,work,1649,1403,NA,6,DRIVEALONEFREE,-1.4580057690893027
232659901,709328,264733,29082487,work,1,FALSE,1,Home,1403,1649,NA,16,DRIVEALONEFREE,-1.389071851350504
232691057,709423,264757,29086382,work,1,TRUE,2,work,1474,1403,9.288302494892148,7,DRIVEALONEFREE,-0.5790157798290997
232691058,709423,264757,29086382,work,2,TRUE,2,work,787,1474,NA,8,DRIVEALONEFREE,-1.3783180043745142
232691061,709423,264757,29086382,work,1,FALSE,2,shopping,904,787,8.432047917414573,17,DRIVEALONEFREE,-0.7509532611190508
232690969,709423,264757,29086371,othmaint,1,TRUE,1,othmaint,1452,1403,NA,18,DRIVEALONEFREE,-0.4869114966143672
232690973,709423,264757,29086371,othmaint,1,FALSE,1,Home,1403,1452,NA,18,DRIVEALONEFREE,-0.44124457258812627
232690977,709423,264757,29086372,othmaint,1,TRUE,1,othmaint,1763,1403,NA,18,SHARED2FREE,0.863588588857719
232691062,709423,264757,29086382,work,2,FALSE,2,Home,1403,904,NA,18,DRIVEALONEFREE,-1.0878233542290536
232690981,709423,264757,29086372,othmaint,1,FALSE,1,Home,1403,1763,NA,21,SHARED2FREE,0.8882162854755805
237957425,725479,269284,29744678,work,1,TRUE,1,work,2089,1405,NA,7,WALK_COM,-0.9889172751778548
237957429,725479,269284,29744678,work,1,FALSE,1,Home,1405,2089,NA,18,TNC_SINGLE,-2.887277088922987
238692473,727720,269794,29836559,work,1,TRUE,1,work,1431,1557,NA,6,DRIVEALONEFREE,-1.0015605055860033
238692161,727720,269794,29836520,atwork,1,TRUE,1,atwork,927,1431,NA,12,DRIVEALONEFREE,-0.6480421772374981
238692165,727720,269794,29836520,atwork,1,FALSE,1,Work,1431,927,NA,15,DRIVEALONEFREE,-0.6508324885388009
238692477,727720,269794,29836559,work,1,FALSE,1,Home,1557,1431,NA,16,DRIVEALONEFREE,-0.9954001357731835
239177913,729200,270095,29897239,work,1,TRUE,1,work,1672,1557,NA,8,DRIVEALONEFREE,-1.2540109545489437
239177917,729200,270095,29897239,work,1,FALSE,1,Home,1557,1672,NA,19,DRIVEALONEFREE,-1.169304151016351
239198465,729263,270116,29899808,othdiscr,1,TRUE,1,othdiscr,1743,1557,NA,15,SHARED2FREE,0.33555707049878847
239198469,729263,270116,29899808,othdiscr,1,FALSE,4,othdiscr,1542,1743,15.414551727922682,16,SHARED2FREE,0.45109470276094393
239198470,729263,270116,29899808,othdiscr,2,FALSE,4,shopping,1539,1542,14.877620866502674,16,DRIVEALONEFREE,0.9571877867783828
239198471,729263,270116,29899808,othdiscr,3,FALSE,4,othdiscr,1527,1539,16.42172388263439,16,SHARED2FREE,1.0754758610078485
239198472,729263,270116,29899808,othdiscr,4,FALSE,4,Home,1557,1527,NA,16,SHARED2FREE,0.976132323519918
239319169,729631,270274,29914896,othdiscr,1,TRUE,1,othdiscr,1535,1557,NA,11,DRIVEALONEFREE,0.4906306533521067
239319173,729631,270274,29914896,othdiscr,1,FALSE,2,othdiscr,1537,1535,14.071515202529497,13,DRIVEALONEFREE,0.44034983807844325
239319174,729631,270274,29914896,othdiscr,2,FALSE,2,Home,1557,1537,NA,13,TNC_SINGLE,0.33730652120638155
239319233,729631,270274,29914904,shopping,1,TRUE,1,shopping,1720,1557,NA,14,DRIVEALONEFREE,-0.3780931515255095
239319237,729631,270274,29914904,shopping,1,FALSE,1,Home,1557,1720,NA,15,DRIVEALONEFREE,-0.24489797031287805
240101889,732017,271050,30012736,work,1,TRUE,1,work,661,1573,NA,6,SHARED2FREE,-2.4977393042445284
240101893,732017,271050,30012736,work,1,FALSE,2,escort,1563,661,10.069646892621478,9,SHARED2FREE,-1.7781735354714687
240101894,732017,271050,30012736,work,2,FALSE,2,Home,1573,1563,NA,10,SHARED2FREE,0.3136576133484893
240101649,732017,271050,30012706,escort,1,TRUE,1,escort,1574,1573,NA,15,SHARED3FREE,1.7751778062477137
240101653,732017,271050,30012706,escort,1,FALSE,1,Home,1573,1574,NA,16,SHARED3FREE,1.7749005973778247
240271793,732535,271276,30033974,work,1,TRUE,1,work,1246,1449,NA,6,DRIVEALONEFREE,-1.1476963529110598
240271797,732535,271276,30033974,work,1,FALSE,1,Home,1449,1246,NA,15,DRIVEALONEFREE,-1.165436130984007
242096393,738098,272778,30262049,school,1,TRUE,1,school,929,1414,NA,8,SHARED3FREE,-0.6210757512164963
242096397,738098,272778,30262049,school,1,FALSE,4,eatout,1424,929,8.34824495883176,11,SHARED3FREE,-0.9715109299657801
242096398,738098,272778,30262049,school,2,FALSE,4,othdiscr,1450,1424,8.90312872035656,11,SHARED3FREE,-1.0167160678588005
242096399,738098,272778,30262049,school,3,FALSE,4,social,1449,1450,8.596859846588021,11,SHARED3FREE,-0.4946317217540059
242096400,738098,272778,30262049,school,4,FALSE,4,Home,1414,1449,NA,11,SHARED3FREE,-1.0690603607105675
242096345,738098,272778,30262043,othdiscr,1,TRUE,1,othdiscr,926,1414,NA,16,SHARED3FREE,1.866271174035425
242096349,738098,272778,30262043,othdiscr,1,FALSE,2,shopping,1417,926,17.791781620406148,19,SHARED3FREE,1.618334265721468
242096350,738098,272778,30262043,othdiscr,2,FALSE,2,Home,1414,1417,NA,19,SHARED3FREE,1.7531137437683466
242151649,738267,272812,30268956,escort,1,TRUE,1,escort,1414,1414,NA,8,SHARED2FREE,2.176215629963385
242151653,738267,272812,30268956,escort,1,FALSE,1,Home,1414,1414,NA,8,SHARED3FREE,2.176215629963385
242151841,738267,272812,30268980,shopping,1,TRUE,1,shopping,1423,1414,NA,9,SHARED3FREE,2.5726389726059766
242151845,738267,272812,30268980,shopping,1,FALSE,1,Home,1414,1423,NA,10,SHARED3FREE,2.5871467186712964
242151801,738267,272812,30268975,othmaint,1,TRUE,2,escort,880,1414,22.037175687595717,12,SHARED3FREE,2.2290179287221616
242151802,738267,272812,30268975,othmaint,2,TRUE,2,othmaint,719,880,NA,13,SHARED3FREE,2.224882515081991
242151805,738267,272812,30268975,othmaint,1,FALSE,1,Home,1414,719,NA,15,SHARED3FREE,2.245079442267452
242151657,738267,272812,30268957,escort,1,TRUE,1,escort,1414,1414,NA,16,SHARED2FREE,1.0058737731371197
242151661,738267,272812,30268957,escort,1,FALSE,1,Home,1414,1414,NA,17,SHARED2FREE,1.0058737731371197
244519393,745485,274833,30564924,work,1,TRUE,2,work,927,1415,11.570181460693577,10,DRIVEALONEFREE,-0.22544306055461324
244519394,745485,274833,30564924,work,2,TRUE,2,work,1703,927,NA,10,DRIVEALONEFREE,-1.3140653796274453
244519397,745485,274833,30564924,work,1,FALSE,2,shopping,1442,1703,10.053922003521436,19,DRIVEALONEFREE,-0.7589301820253189
244519398,745485,274833,30564924,work,2,FALSE,2,Home,1415,1442,NA,19,DRIVEALONEFREE,-0.797232924731165
244691265,746009,275095,30586408,work,1,TRUE,1,work,1670,1415,NA,8,TNC_SINGLE,0.13220127466177062
244691269,746009,275095,30586408,work,1,FALSE,3,eatout,1671,1670,14.10470922108617,15,WALK,0.8893221033432575
244691270,746009,275095,30586408,work,2,FALSE,3,othmaint,1432,1671,14.202499038040319,18,TNC_SINGLE,0.41574897440240405
244691271,746009,275095,30586408,work,3,FALSE,3,Home,1415,1432,NA,18,WALK_LOC,0.3458253089403029
245141873,747383,275549,30642734,school,1,TRUE,1,school,1389,1412,NA,7,SHARED2FREE,-1.417205918960532
245141877,747383,275549,30642734,school,1,FALSE,1,Home,1412,1389,NA,16,SHARED3FREE,-1.3954036070565763
245634353,748885,275899,30704294,escort,1,TRUE,1,escort,1415,1412,NA,8,SHARED3FREE,1.8185575746416518
245634357,748885,275899,30704294,escort,1,FALSE,1,Home,1412,1415,NA,9,SHARED3FREE,1.8188364735299256
245634361,748885,275899,30704295,escort,1,TRUE,1,escort,1698,1412,NA,16,SHARED2FREE,-0.9688773314601452
245634365,748885,275899,30704295,escort,1,FALSE,1,Home,1412,1698,NA,17,SHARED2FREE,-1.0169029360464528
245634329,748885,275899,30704291,eatout,1,TRUE,1,eatout,924,1412,NA,18,SHARED3FREE,1.1506925433919417
245634333,748885,275899,30704291,eatout,1,FALSE,2,othdiscr,933,924,19.771580824370496,19,SHARED3FREE,1.9802198114798977
245634334,748885,275899,30704291,eatout,2,FALSE,2,Home,1412,933,NA,19,SHARED3FREE,1.8720296593044052
246114017,750347,276157,30764252,othdiscr,1,TRUE,1,othdiscr,927,1412,NA,9,TNC_SINGLE,0.2515265994832613
246114021,750347,276157,30764252,othdiscr,1,FALSE,1,Home,1412,927,NA,12,DRIVEALONEFREE,0.2672630974207802
246114081,750347,276157,30764260,shopping,1,TRUE,1,shopping,1570,1412,NA,13,DRIVEALONEFREE,-0.8655418179847268
246114085,750347,276157,30764260,shopping,1,FALSE,1,Home,1412,1570,NA,14,DRIVEALONEFREE,-0.8297710743835643
246114129,750347,276157,30764266,work,1,TRUE,1,work,1348,1412,NA,15,DRIVEALONEFREE,-0.23095545383274085
246114025,750347,276157,30764253,othdiscr,1,TRUE,1,othdiscr,803,1412,NA,19,SHARED2FREE,0.8996873861316544
246114133,750347,276157,30764266,work,1,FALSE,1,Home,1412,1348,NA,19,DRIVEALONEFREE,-0.2461676407390743
246114029,750347,276157,30764253,othdiscr,1,FALSE,1,Home,1412,803,NA,21,SHARED2FREE,0.9870214886831206
247063297,753241,277144,30882912,school,1,TRUE,1,school,1266,1413,NA,7,WALK_LRF,-1.1667215327279954
247063249,753241,277144,30882906,othdiscr,1,TRUE,1,othdiscr,1415,1413,NA,10,SHARED3FREE,1.9740513844440428
247063301,753241,277144,30882912,school,1,FALSE,1,Home,1413,1266,NA,10,WALK_LOC,-1.1618821034754634
247063253,753241,277144,30882906,othdiscr,1,FALSE,1,Home,1413,1415,NA,16,SHARED3FREE,1.9740513844440428
247063257,753241,277144,30882907,othdiscr,1,TRUE,1,othdiscr,1412,1413,NA,18,SHARED2FREE,2.0581098013481705
247063261,753241,277144,30882907,othdiscr,1,FALSE,1,Home,1413,1412,NA,18,SHARED3FREE,2.0581098013481705
247291649,753937,277305,30911456,work,1,TRUE,1,work,1413,1413,NA,6,WALK,-0.06694251901937925
247291369,753937,277305,30911421,atwork,1,TRUE,1,atwork,881,1413,NA,14,SHARED2FREE,3.0867254972073286
247291373,753937,277305,30911421,atwork,1,FALSE,1,Work,1413,881,NA,15,SHARED3FREE,3.0897945016376105
247291653,753937,277305,30911456,work,1,FALSE,1,Home,1413,1413,NA,17,TNC_SINGLE,-0.06694251901937925
247291385,753937,277305,30911423,eatout,1,TRUE,1,eatout,1413,1413,NA,18,WALK,-0.3508582018508811
247291389,753937,277305,30911423,eatout,1,FALSE,1,Home,1413,1413,NA,18,WALK,-0.3508582018508811
248253913,756871,278192,31031739,othmaint,1,TRUE,1,othmaint,1545,1348,NA,7,DRIVEALONEFREE,-0.25529586597949794
248253917,756871,278192,31031739,othmaint,1,FALSE,1,Home,1348,1545,NA,15,DRIVEALONEFREE,-0.19579089725772358
248253737,756871,278192,31031717,eatout,1,TRUE,1,eatout,1558,1348,NA,16,SHARED3FREE,2.2167455047498805
248253741,756871,278192,31031717,eatout,1,FALSE,2,othmaint,1570,1558,21.242136096724913,20,SHARED3FREE,2.122473957296073
248253742,756871,278192,31031717,eatout,2,FALSE,2,Home,1348,1570,NA,22,SHARED3FREE,1.7549354242153077
252073889,768517,281535,31509236,work,1,TRUE,1,work,661,1350,NA,6,DRIVEALONEFREE,-1.0588952933170308
252073893,768517,281535,31509236,work,1,FALSE,1,Home,1350,661,NA,17,DRIVEALONEFREE,-1.046182759554034
252289385,769174,281739,31536173,work,1,TRUE,1,work,1763,1350,NA,14,DRIVEALONEFREE,-0.1757446107425351
252289389,769174,281739,31536173,work,1,FALSE,1,Home,1350,1763,NA,19,SHARED2FREE,-0.24435422804424345
252912257,771073,282486,31614032,work,1,TRUE,2,escort,1040,1420,9.182438667173079,8,DRIVEALONEFREE,-1.5543112134235066
252912258,771073,282486,31614032,work,2,TRUE,2,work,1069,1040,NA,9,DRIVEALONEFREE,-0.5508955472534444
252912261,771073,282486,31614032,work,1,FALSE,2,othmaint,1296,1069,9.590871234987212,17,DRIVEALONEFREE,-0.742331601218398
252912262,771073,282486,31614032,work,2,FALSE,2,Home,1420,1296,NA,17,DRIVEALONEFREE,-1.0276614695724835
254717241,776576,283867,31839655,work,1,TRUE,1,work,1001,1422,NA,7,DRIVEALONEFREE,-1.0602787353680614
254716961,776576,283867,31839620,atwork,1,TRUE,1,atwork,809,1001,NA,11,DRIVEALONEFREE,-0.8716103855441226
