household_id,TAZ,income,hhsize,HHT,auto_ownership,num_workers,sample_rate,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,num_under16_not_at_school,num_travel_active,num_travel_active_adults,num_travel_active_preschoolers,num_travel_active_children,num_travel_active_non_preschoolers,participates_in_jtf_model,joint_tour_frequency,num_hh_joint_tours
6586,72,43886,6,1,0,1,1,6585,43.886,2,8.81,2.8118577879944446,5,4,4,2,0,2,0,1,0,FALSE,TRUE,TRUE,FALSE,1,0,5,3,0,2,5,TRUE,0_tours,0
25338,1064,35850,2,2,1,1,1,25337,35.85,2,8.81,6.174712894633087,1,2,2,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.042170003,0,2,2,0,0,2,TRUE,0_tours,0
42642,949,5017,3,3,0,0,1,42641,5.017,1,6.01,8.110842101897962,3,1,1,2,2,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,1,3,1,2,2,1,TRUE,0_tours,0
77650,793,372,5,3,0,1,1,77649,0.372,1,6.01,7.431492051615563,4,3,3,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1.8235441,1,4,3,0,1,4,TRUE,0_tours,0
78738,837,607,3,3,0,0,1,78737,0.607,1,6.01,20.699429134858274,3,1,1,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0,2,2,0,1,2,1,TRUE,0_tours,0
84818,921,372,5,3,1,1,1,84817,0.372,1,6.01,1.5267113301911897,4,3,3,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1.6764609,1,4,3,1,1,3,TRUE,0_tours,0
91058,1238,372,5,3,2,1,1,91057,0.372,1,6.01,3.131728358897124,4,3,3,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0.46926665,1,4,3,0,1,4,TRUE,0_tours,0
101898,823,95311,5,3,4,3,1,101897,95.311,3,10.44,6.29268427123386,2,5,4,1,0,0,1,2,0,FALSE,TRUE,FALSE,FALSE,3.562291,0,5,4,0,1,5,TRUE,0_tours,0
105082,865,65091,2,1,0,2,1,105081,65.091,3,10.44,7.285602779596819,0,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.31396168,0,2,2,0,0,2,TRUE,0_tours,0
108162,888,51463,6,1,0,1,1,108161,51.463,2,8.81,4.547646800258015,5,2,2,4,2,2,0,0,2,FALSE,TRUE,FALSE,FALSE,-0.11782834,1,5,2,2,3,3,TRUE,1_Disc,1
109842,891,372,5,3,0,1,1,109841,0.372,1,6.01,1,4,3,3,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1.7940466,1,5,3,1,2,4,TRUE,0_tours,0
118050,918,12744,4,2,0,1,1,118049,12.744,1,6.01,35.4842739497442,3,2,2,2,1,1,0,0,2,FALSE,TRUE,TRUE,FALSE,0.90288585,0,4,2,1,2,3,TRUE,1_Eat,1
122122,912,98809,3,1,4,3,1,122121,98.809,3,10.44,2.203542840245716,0,3,3,0,0,0,0,1,1,FALSE,TRUE,TRUE,FALSE,0.59659755,0,3,3,0,0,3,TRUE,0_tours,0
131122,1255,23257,4,3,1,1,1,131121,23.257,1,6.01,35.03802880964252,3,1,1,3,1,2,0,0,1,FALSE,TRUE,TRUE,FALSE,1,3,4,1,1,3,3,TRUE,0_tours,0
139514,1286,0,1,4,1,-8,1,139513,0,1,6.01,1.7266347302922833,9,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,-0.17006166,0,1,1,0,0,1,FALSE,0_tours,0
150922,1316,0,7,3,1,0,1,150921,0,1,6.01,2.071238360975965,7,1,1,6,2,4,0,0,1,FALSE,TRUE,TRUE,FALSE,0,0,6,0,2,6,4,TRUE,0_tours,0
166234,1208,67966,4,2,0,1,1,166233,67.966,3,10.44,2.731804172988165,3,2,1,3,0,2,1,0,0,FALSE,TRUE,FALSE,FALSE,-0.1935425,0,4,1,0,3,4,TRUE,0_tours,0
168642,1204,126399,2,1,2,2,1,168641,126.399,4,12.86,11.464200843755567,0,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.40445,0,2,2,0,0,2,TRUE,0_tours,0
172162,1284,170576,10,1,4,3,1,172161,170.576,4,12.86,9.823579353460834,7,5,5,5,3,3,0,1,2,FALSE,TRUE,FALSE,FALSE,0.29312003,4,8,5,1,3,7,TRUE,0_tours,0
182498,1228,53674,2,3,0,0,1,182497,53.674,2,8.81,2.0018390527443657,2,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0
187378,1247,92220,4,1,0,2,1,187377,92.22,3,10.44,10.269812807780559,2,3,3,1,0,1,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.23737085,0,4,3,0,1,4,TRUE,0_tours,0
190042,1174,25280,5,3,0,1,1,190041,25.28,1,6.01,4.433195538965051,4,2,2,3,3,0,0,2,0,FALSE,TRUE,TRUE,FALSE,1,3,1,1,0,0,1,FALSE,0_tours,0
199202,779,62159,9,2,0,1,1,199201,62.159,3,10.44,11.373382382272373,8,8,8,1,1,0,0,4,1,FALSE,TRUE,FALSE,FALSE,0.19615082,1,9,8,1,1,8,TRUE,0_tours,0
202178,776,301225,8,1,4,3,1,202177,301.225,4,12.86,50,5,7,7,1,0,1,0,3,3,FALSE,TRUE,FALSE,FALSE,0.27029502,0,8,7,0,1,8,TRUE,0_tours,0
206218,704,0,3,3,0,0,1,206217,0,1,6.01,8.30167548830385,3,1,1,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,0,2,2,1,0,1,2,TRUE,0_tours,0
207082,802,41440,2,1,0,1,1,207081,41.44,2,8.81,25.76928142985613,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0.9384166,0,1,1,0,0,1,FALSE,0_tours,0
209306,718,13082,5,2,3,2,1,209305,13.082,1,6.01,17.853136826338854,3,3,3,2,0,2,0,2,1,FALSE,TRUE,TRUE,FALSE,-0.90169495,0,4,2,0,2,4,TRUE,0_tours,0
213138,693,3146,2,1,2,0,1,213137,3.146,1,6.01,7.895210389355616,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0
213514,695,59152,4,1,0,3,1,213513,59.152,2,8.81,8.68988622116044,1,3,3,1,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE,-0.6793267,0,4,3,0,1,4,TRUE,0_tours,0
225850,844,21336,5,3,3,0,1,225849,21.336,1,6.01,5.954530243408264,5,5,5,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,4,4,0,0,4,TRUE,1_Disc,1
227002,844,162,2,3,0,1,1,227001,0.162,1,6.01,5.532781072292672,1,2,1,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,-0.038001664,0,1,0,0,1,1,FALSE,0_tours,0
234906,878,84034,3,1,1,1,1,234905,84.034,3,10.44,4.080603118754196,2,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.108461656,0,2,2,0,0,2,TRUE,0_tours,0
237538,930,132640,7,3,2,3,1,237537,132.64,4,12.86,7.41858435455341,4,5,5,2,0,2,0,1,3,FALSE,TRUE,TRUE,FALSE,3.7758892,0,6,4,0,2,6,TRUE,0_tours,0
242466,882,71019,6,1,2,2,1,242465,71.019,3,10.44,6.012477780401323,4,6,5,1,0,0,1,2,0,FALSE,TRUE,TRUE,FALSE,0.83693165,0,6,5,0,1,6,TRUE,1_Shop,1
247178,929,43582,3,1,3,2,1,247177,43.582,2,8.81,2.955041276503589,1,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
256178,1481,145308,5,1,2,3,1,256177,145.308,4,12.86,42.55814370471234,2,5,4,1,0,0,1,1,1,FALSE,TRUE,TRUE,FALSE,0.72487336,0,5,4,0,1,5,TRUE,0_tours,0
264058,1400,93045,4,1,3,3,1,264057,93.045,3,10.44,14.404067492013336,1,4,3,1,0,0,1,1,0,FALSE,TRUE,TRUE,FALSE,3,0,2,2,0,0,2,TRUE,0_tours,0
269794,1557,190207,6,1,3,2,1,269793,190.207,4,12.86,3.978901392788332,4,3,3,3,1,2,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,5,2,1,3,4,TRUE,0_tours,0
270274,1557,107446,2,1,1,1,1,270273,107.446,4,12.86,24.896328932789306,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
271050,1573,69989,7,1,1,2,1,271049,69.989,3,10.44,2.45994254830976,5,2,2,5,1,4,0,0,1,FALSE,TRUE,TRUE,FALSE,2,0,6,1,1,5,5,TRUE,0_tours,0
272778,1414,55222,5,1,2,2,1,272777,55.222,2,8.81,3.118855302408829,3,2,2,3,0,3,0,0,2,FALSE,TRUE,TRUE,FALSE,0.686115,0,5,2,0,3,5,TRUE,0_tours,0
290466,1597,333994,4,1,2,1,1,290465,333.994,4,12.86,6.079463220358303,3,2,2,2,1,2,0,0,2,FALSE,TRUE,TRUE,FALSE,1,2,4,2,1,2,3,TRUE,0_tours,0
299538,219,23103,5,2,1,1,1,299537,23.103,1,6.01,8.853785907634931,4,2,2,3,1,2,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.30598,1,4,2,0,2,4,TRUE,0_tours,0
302154,204,118159,4,1,3,2,1,302153,118.159,4,12.86,7.023066283912937,2,3,2,2,0,1,1,0,0,FALSE,TRUE,TRUE,FALSE,2,0,4,2,0,2,4,TRUE,1_Disc,1
304218,202,70884,7,1,4,2,1,304217,70.884,3,10.44,5.747537355127094,5,2,2,5,1,4,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.36231,4,5,1,0,4,5,TRUE,0_tours,0
305234,203,222525,3,1,3,2,1,305233,222.525,4,12.86,4.26823326984983,1,3,3,0,0,0,0,1,0,FALSE,TRUE,TRUE,FALSE,-0.358775,0,2,2,0,0,2,TRUE,0_tours,0
305914,209,65872,8,1,2,1,1,305913,65.872,3,10.44,13.803943965611229,7,2,2,6,2,4,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.79514,1,7,2,1,5,6,TRUE,0_tours,0
308930,310,73798,2,1,2,0,1,308929,73.798,3,10.44,14.488398237039956,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0
309362,184,111231,3,1,1,2,1,309361,111.231,4,12.86,41.98450213429011,1,2,2,1,0,1,0,0,0,FALSE,TRUE,TRUE,FALSE,0.91386,0,3,2,0,1,3,TRUE,0_tours,0
316226,171,105889,5,1,2,3,1,316225,105.889,4,12.86,10.558971147758806,2,4,3,2,0,1,1,1,0,FALSE,TRUE,TRUE,FALSE,0.6104567,0,2,1,0,1,2,TRUE,0_tours,0
339634,282,44258,4,1,1,1,1,339633,44.258,2,8.81,6.746610516800306,3,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.13475,0,3,1,0,2,3,TRUE,0_tours,0
350314,1441,156779,2,1,2,1,1,350313,156.779,4,12.86,15.683161694135629,1,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
355586,1611,90268,4,1,2,1,1,355585,90.268,3,10.44,4.1114505675396815,3,2,2,2,2,1,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,4,2,2,2,2,TRUE,0_tours,0
358562,1425,55211,3,1,0,1,1,358561,55.211,2,8.81,9.597252763191676,2,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.16385001,0,3,3,0,0,3,TRUE,0_tours,0
359362,1426,162801,4,1,0,2,1,359361,162.801,4,12.86,12.109387490748917,2,2,2,2,1,1,0,0,2,FALSE,TRUE,TRUE,FALSE,0.77656835,0,4,2,1,2,3,TRUE,0_tours,0
361138,1431,93838,7,1,2,2,1,361137,93.838,3,10.44,4.039918488605725,5,3,3,4,1,3,0,1,0,FALSE,TRUE,TRUE,FALSE,-0.4214992,1,5,2,0,3,5,TRUE,0_tours,0
388042,1581,0,3,3,1,0,1,388041,0,1,6.01,1.898809536497007,3,1,1,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,0,1,2,1,0,1,2,TRUE,0_tours,0
394738,1527,116306,2,1,4,2,1,394737,116.306,4,12.86,5.137559321403362,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
395442,1529,207198,4,1,3,2,1,395441,207.198,4,12.86,11.774963008992112,2,2,2,2,1,2,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,3,1,1,2,2,TRUE,0_tours,0
395906,1529,246590,2,1,3,2,1,395905,246.59,4,12.86,4.615637142238352,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
414714,1744,0,5,2,3,0,1,414713,0,1,6.01,1.0980040711743186,5,4,3,2,0,1,1,1,0,FALSE,TRUE,TRUE,FALSE,1,0,5,3,0,2,5,TRUE,0_tours,0
420154,1738,29215,6,2,4,1,1,420153,29.215,1,6.01,2.2085954744098335,5,6,6,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1.3003333,0,2,2,0,0,2,TRUE,0_tours,0
423266,1762,101624,5,1,2,1,1,423265,101.624,4,12.86,4.276983876151147,4,2,2,3,3,0,0,0,2,FALSE,TRUE,TRUE,FALSE,0.20724997,0,5,2,3,3,2,TRUE,0_tours,0
432530,1770,258163,4,1,1,2,1,432529,258.163,4,12.86,14.054929307326578,2,2,2,2,1,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1.3972499,1,2,1,1,1,1,TRUE,0_tours,0
453090,1661,456475,2,1,2,2,1,453089,456.475,4,12.86,9.3914158925456,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0.7191859,0,2,2,0,0,2,TRUE,0_tours,0
463698,1689,158661,3,1,2,1,1,463697,158.661,4,12.86,6.881274779961692,2,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,3,3,0,0,3,TRUE,0_tours,0
466786,1694,80689,3,1,3,1,1,466785,80.689,3,10.44,12.938439193585092,2,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,1,0,3,3,0,0,3,TRUE,0_tours,0
471946,1686,78735,4,3,3,2,1,471945,78.735,3,10.44,4.815542082733129,2,2,2,2,1,2,0,1,0,FALSE,TRUE,FALSE,FALSE,0.56399,1,2,1,0,1,2,TRUE,0_tours,0
476850,1677,44492,3,2,0,1,1,476849,44.492,2,8.81,29.30934765461856,2,2,2,1,1,0,0,0,1,FALSE,TRUE,TRUE,FALSE,0.6867883,0,3,2,1,1,2,TRUE,0_tours,0
496210,1960,82879,6,1,2,1,1,496209,82.879,3,10.44,11.323118272800826,5,2,2,4,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,6,2,2,4,4,TRUE,0_tours,0
496546,1961,16179,5,3,2,1,1,496545,16.179,1,6.01,9.31180072389075,4,2,2,3,0,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1.1586666,3,1,1,0,0,1,FALSE,0_tours,0
499634,1939,83061,7,1,4,1,1,499633,83.061,3,10.44,4.59770872892009,6,2,2,5,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,7,2,2,5,5,TRUE,1_Disc,1
505586,1955,74209,3,3,2,2,1,505585,74.209,3,10.44,7.109521481147979,1,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
520562,2796,46717,4,1,2,1,1,520561,46.717,2,8.81,22.677720692815843,3,4,4,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,1,0,4,4,0,0,4,TRUE,0_tours,0
528994,304,81772,6,1,2,3,1,528993,81.772,3,10.44,7.34696719758796,3,3,3,3,0,3,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.98749334,3,2,2,0,0,2,TRUE,0_tours,0
538842,322,0,1,4,1,-8,1,538841,0,1,6.01,2.0211129269826857,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0
545154,371,170982,9,1,3,3,1,545153,170.982,4,12.86,6.316648579077894,6,7,6,3,1,1,1,3,1,FALSE,TRUE,FALSE,FALSE,0.23442501,0,9,6,1,3,8,TRUE,1_Disc,1
559250,389,0,1,4,0,-8,1,559249,0,1,6.01,1.2869803905276758,9,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,-0.057571664,0,1,1,0,0,1,FALSE,0_tours,0
562082,388,50763,5,1,3,2,1,562081,50.763,2,8.81,6.46984237105358,3,4,4,1,0,1,0,2,0,FALSE,TRUE,TRUE,FALSE,0.242375,0,5,4,0,1,5,TRUE,1_Disc,1
562210,388,123062,3,1,2,2,1,562209,123.062,4,12.86,35.52157015719073,1,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.29227832,0,3,3,0,0,3,TRUE,0_tours,0
564730,413,10360,5,1,2,0,1,564729,10.36,1,6.01,2.878687275700453,5,3,3,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,4,2,0,2,4,TRUE,0_tours,0
570626,2164,94068,6,1,2,1,1,570625,94.068,3,10.44,7.656216700640978,5,2,2,4,0,4,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,6,2,0,4,6,TRUE,0_tours,0
588490,2270,191271,2,1,2,2,1,588489,191.271,4,12.86,5.669520028505337,0,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0.79917586,0,2,2,0,0,2,TRUE,0_tours,0
591786,2291,56979,2,1,3,2,1,591785,56.979,2,8.81,7.058193026421125,0,2,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,1.9964168,0,2,2,0,0,2,TRUE,0_tours,0
592834,2273,37169,3,1,0,1,1,592833,37.169,2,8.81,19.961108112538852,2,2,2,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.13287833,1,1,1,0,0,1,FALSE,0_tours,0
594706,2271,36374,6,1,0,2,1,594705,36.374,2,8.81,2.212785726008503,4,5,3,3,0,1,2,1,0,FALSE,TRUE,TRUE,FALSE,0.85917664,1,3,1,0,2,3,TRUE,0_tours,0
600522,2280,65748,7,1,1,1,1,600521,65.748,3,10.44,17.500483064019942,6,2,2,5,3,3,0,0,1,FALSE,TRUE,FALSE,FALSE,-0.07859167,1,6,2,2,4,4,TRUE,0_tours,0
615506,2333,69411,4,1,2,1,1,615505,69.411,3,10.44,12.57897583802965,3,2,2,2,1,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0.7145833,0,4,2,1,2,3,TRUE,0_tours,0
621610,2255,92633,3,2,0,3,1,621609,92.633,3,10.44,1,0,3,3,0,0,0,0,3,0,FALSE,TRUE,FALSE,FALSE,1.9370517,0,2,2,0,0,2,TRUE,0_tours,0
621842,2257,62991,4,2,2,2,1,621841,62.991,3,10.44,1.9148712155092207,2,4,4,0,0,0,0,0,4,FALSE,TRUE,TRUE,FALSE,4,0,4,4,0,0,4,TRUE,0_tours,0
627082,2194,110954,6,1,2,1,1,627081,110.954,4,12.86,19.46785536109754,5,2,2,4,1,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,2,5,1,1,4,4,TRUE,0_tours,0
627506,2195,48851,3,1,0,2,1,627505,48.851,2,8.81,11.742078241623211,1,2,2,1,1,0,0,2,0,FALSE,TRUE,TRUE,FALSE,0.5760833,0,3,2,1,1,2,TRUE,0_tours,0
628730,2155,15229,7,3,1,1,1,628729,15.229,1,6.01,6.981367673286451,6,2,1,6,0,5,1,0,0,FALSE,TRUE,TRUE,FALSE,0.7095,1,6,1,0,5,6,TRUE,0_tours,0
629042,2155,36403,2,1,2,2,1,629041,36.403,2,8.81,1.78397247236153,0,2,2,0,0,0,0,1,1,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
634042,2484,21239,4,1,2,0,1,634041,21.239,1,6.01,2.050662665175794,4,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,0,0,4,4,0,0,4,TRUE,1_Main,1
639850,2494,19762,3,1,0,3,1,639849,19.762,1,6.01,1.0537487796599003,0,3,2,1,0,0,1,2,0,FALSE,TRUE,FALSE,FALSE,0.62893665,0,1,1,0,0,1,FALSE,0_tours,0
643906,2590,212607,7,1,2,2,1,643905,212.607,4,12.86,9.023013979365652,5,2,2,5,1,4,0,0,0,FALSE,TRUE,TRUE,FALSE,0.89325,4,2,1,0,1,2,TRUE,0_tours,0
644346,2583,798,7,1,0,0,1,644345,0.798,1,6.01,5.2054378334375,7,2,2,5,2,3,0,0,0,FALSE,TRUE,FALSE,FALSE,0,1,7,2,2,5,5,TRUE,1_Main,1
644786,2584,0,1,4,1,-8,1,644785,0,1,6.01,5.659309779917182,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,-0.030840002,0,1,1,0,0,1,FALSE,0_tours,0
651530,2146,25487,4,1,2,1,1,651529,25.487,1,6.01,1,3,2,2,2,2,1,0,0,1,FALSE,TRUE,TRUE,FALSE,0.2045,1,4,2,2,2,2,TRUE,0_tours,0
670370,2547,141937,2,1,2,1,1,670369,141.937,4,12.86,5.240524698121994,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
670634,2550,37414,4,3,0,1,1,670633,37.414,2,8.81,14.19273684767946,3,2,2,2,1,1,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.3664133,0,4,2,1,2,3,TRUE,0_tours,0
673114,2568,52582,4,1,3,2,1,673113,52.582,2,8.81,4.923864773433863,2,2,2,2,1,1,0,2,0,FALSE,TRUE,TRUE,FALSE,2,1,3,2,0,1,3,TRUE,0_tours,0
682306,2348,24066,8,3,3,0,1,682305,24.066,1,6.01,4.3502183495802935,8,4,3,5,1,3,1,0,0,FALSE,TRUE,TRUE,FALSE,0,1,6,1,1,5,5,TRUE,0_tours,0
687122,2351,0,1,4,0,-8,1,687121,0,1,6.01,2.393766077624691,9,1,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,-0.08731999,0,1,1,0,0,1,FALSE,0_tours,0
690154,2365,24066,8,3,2,0,1,690153,24.066,1,6.01,1.4268423294518755,8,4,3,5,1,3,1,0,0,FALSE,TRUE,FALSE,FALSE,0,1,7,2,1,5,6,TRUE,0_tours,0
690490,2365,47138,2,1,1,2,1,690489,47.138,2,8.81,8.041156640159695,0,2,2,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,-0.07201334,0,2,2,0,0,2,TRUE,0_tours,0
700082,2391,408179,6,1,2,1,1,700081,408.179,4,12.86,2.698803930962689,5,4,3,3,0,2,1,1,0,FALSE,TRUE,FALSE,FALSE,-0.18324251,0,6,3,0,3,6,TRUE,0_tours,0
713554,2453,24249,6,2,0,1,1,713553,24.249,1,6.01,7.79757406406783,5,6,4,2,0,0,2,0,3,FALSE,TRUE,FALSE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
717218,2459,24249,6,2,0,1,1,717217,24.249,1,6.01,1.1480851718073397,5,6,4,2,0,0,2,0,3,FALSE,TRUE,TRUE,FALSE,-0.20219499,0,2,2,0,0,2,TRUE,0_tours,0
728426,427,48602,2,1,1,2,1,728425,48.602,2,8.81,16.99217928659368,0,2,2,0,0,0,0,0,2,FALSE,TRUE,TRUE,FALSE,0.9367367,0,2,2,0,0,2,TRUE,0_tours,0
735562,451,80895,5,1,2,1,1,735561,80.895,3,10.44,4.690877431819605,4,2,2,3,1,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,4,1,1,3,3,TRUE,0_tours,0
739826,485,150218,4,1,2,1,1,739825,150.218,4,12.86,10.387535529954107,3,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1,2,3,2,0,1,3,TRUE,0_tours,0
742130,489,54592,4,1,3,3,1,742129,54.592,2,8.81,33.883279012372434,1,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,0.70272994,0,4,4,0,0,4,TRUE,0_tours,0
742330,489,56609,4,2,2,1,1,742329,56.609,2,8.81,19.52889162357137,3,2,2,2,1,1,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.339885,1,3,2,1,1,2,TRUE,0_tours,0
747242,494,101119,6,1,2,1,1,747241,101.119,4,12.86,6.540115662376248,5,2,2,4,3,2,0,0,2,FALSE,TRUE,TRUE,FALSE,0.8129167,0,5,1,3,4,2,TRUE,0_tours,0
747946,456,129028,4,1,4,3,1,747945,129.028,4,12.86,10.047339048113237,1,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,2.3853533,0,4,4,0,0,4,TRUE,0_tours,0
774666,526,0,5,3,1,0,1,774665,0,1,6.01,9.677021688678831,5,2,2,3,1,2,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.35536915,0,5,2,1,3,4,TRUE,0_tours,0
779282,530,62712,2,1,0,1,1,779281,62.712,3,10.44,6.020932562452779,1,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.138295,0,2,2,0,0,2,TRUE,0_tours,0
780106,500,77194,2,1,3,2,1,780105,77.194,3,10.44,3.8013906105488937,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0
785282,508,133490,3,1,2,3,1,785281,133.49,4,12.86,5.374305151317301,0,3,3,0,0,0,0,1,0,FALSE,TRUE,TRUE,FALSE,3,0,3,3,0,0,3,TRUE,0_tours,0
788130,515,11204,3,3,1,1,1,788129,11.204,1,6.01,1.871361807464021,2,1,1,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,3,1,0,2,3,TRUE,0_tours,0
788426,546,384338,5,1,2,3,1,788425,384.338,4,12.86,5.424979262051288,2,5,4,1,0,0,1,2,0,FALSE,TRUE,TRUE,FALSE,-1.6676717,0,5,4,0,1,5,TRUE,0_tours,0
790642,540,82485,2,1,3,2,1,790641,82.485,3,10.44,4.99197455928751,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0.7212117,0,2,2,0,0,2,TRUE,0_tours,0
792906,548,143366,4,1,4,3,1,792905,143.366,4,12.86,2.019296494891632,1,4,3,1,0,0,1,1,0,FALSE,TRUE,TRUE,FALSE,-1.267325,0,4,3,0,1,4,TRUE,0_tours,0
798410,562,99294,2,1,0,2,1,798409,99.294,3,10.44,24.379462982387224,0,2,2,0,0,0,0,0,2,FALSE,TRUE,FALSE,FALSE,2,0,1,1,0,0,1,FALSE,0_tours,0
808154,631,34833,4,3,2,1,1,808153,34.833,2,8.81,8.414274595548624,3,1,1,3,0,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,4,1,0,3,4,TRUE,1_Disc,1
808866,644,259758,3,1,2,3,1,808865,259.758,4,12.86,9.17400638362982,0,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.20014666,0,3,3,0,0,3,TRUE,0_tours,0
809826,645,20071,4,1,2,1,1,809825,20.071,1,6.01,1.6812488698281536,3,2,2,2,2,0,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.34959,0,4,2,2,2,2,TRUE,0_tours,0
