person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,age_16_to_19,age_16_p,adult,male,female,has_non_worker,has_retiree,has_preschool_kid,has_driving_kid,has_school_kid,has_full_time,has_part_time,has_university,student_is_employed,nonstudent_to_school,is_student,is_gradeschool,is_highschool,is_university,school_segment,is_worker,home_taz,value_of_time,school_taz,school_taz_logsum,distance_to_school,roundtrip_auto_time_to_school,workplace_taz,workplace_location_logsum,distance_to_work,workplace_in_cbd,work_taz_area_type,roundtrip_auto_time_to_work,work_auto_savings,work_auto_savings_ratio,free_parking_at_work,cdap_activity,travel_active,under16_not_at_school,has_preschool_kid_at_home,has_school_kid_at_home,mandatory_tour_frequency,work_and_school_and_worker,work_and_school_and_student,num_mand,num_work_tours,num_joint_tours,non_mandatory_tour_frequency,num_non_mand,num_escort_tours,num_eatout_tours,num_shop_tours,num_maint_tours,num_discr_tours,num_social_tours,num_non_escort_tours
2129107,719171,4,4,1,4,1,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,473,5.518844602343837,277,10.65777292634057,4.66,18.58,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
171030,76947,45,2,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,783,20.567949828563158,-1,NA,NA,0,787,14.343234082624091,5.19,FALSE,3,24.81,182.79,1,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,16,2,0,0,2,0,0,0,2
998441,357761,39,2,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1423,3.110813034146887,-1,NA,NA,0,472,13.528969637570839,33.26,FALSE,3,85.91,1244.4899,1,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,4,1,0,1,0,0,0,0,1
2286737,769678,59,1,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,533,33.04896107736777,-1,NA,NA,0,830,12.596341829848667,23.94,FALSE,4,56.55,901.05005,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,16,1,0,0,1,0,0,0,1
654447,249087,41,1,2,3,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,900,4.33677837669673,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
144588,65312,12,4,2,4,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,1107,33.35,1128,12.17606531895565,0.68,4.17,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,TRUE,school1,FALSE,FALSE,1,0,0,1,1,0,0,0,0,1,0,1
1093813,387893,43,3,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1581,7.292933925941061,-1,NA,NA,0,862,13.42785498469276,12.05,FALSE,4,44.739998,437.26,1,TRUE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1070537,381342,78,1,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1547,5.326753730938664,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1822785,628992,64,2,2,3,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2155,2.2850867963647437,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,1,16,1,0,0,1,0,0,0,1
2252363,756820,10,4,2,4,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,496,2.241451824071563,459,10.456489183597482,3.08,15.68,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
217975,95611,31,2,2,3,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,861,10.236256864905862,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
1502130,518601,29,1,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2797,7.226349062676668,-1,NA,NA,0,2304,11.298626203885535,21.81,FALSE,4,50.059998,822.33997,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
2170331,732044,48,1,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,443,9.783254095462809,-1,NA,NA,0,966,12.642489944549588,26.81,FALSE,5,67.53,-63.150597,-0.52625495,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,1,0,0,0,0,1,0,0,0,0
1670317,579427,50,2,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2207,3.696831935263252,-1,NA,NA,0,774,12.717208064202888,29.6,FALSE,4,84.78,1099.22,1,TRUE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1907012,654291,10,4,2,4,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,2115,15.607312598134046,2195,10.442264883525738,5.78,25.91,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,TRUE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
2233720,750825,11,3,1,4,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,447,1.6830058885256831,491,10.917546956996832,3.04,17.8,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,9,2,0,0,0,1,1,0,2
1592887,552671,54,1,1,3,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,182,4.2813726453613565,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,16,1,0,0,1,0,0,0,1
406869,169287,14,4,1,4,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,1206,5.627599047078565,1264,12.214432352036205,0.89,7,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
2410795,810044,37,2,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,645,14.912102196654834,-1,NA,NA,0,738,13.85931432052714,4.83,FALSE,4,24.43,168.76999,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
1572224,545166,18,3,2,2,2,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,TRUE,371,1.0572266536156714,378,12.089354389393659,0.69,6.52,356,12.61678831642476,0.9,FALSE,3,6.01,-5.3766003,-0.044805,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
461244,192436,49,2,2,3,2,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,FALSE,740,36.41887470658375,1067,8.966396906125064,5.73,33.699997,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
659954,250632,17,3,2,3,1,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,903,3.8607010088700044,927,10.409830357291066,1.06,7.8500004,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
1922874,658792,50,1,1,3,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2062,3.5086645617571515,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,24,2,0,0,1,1,0,0,2
2131407,719870,57,1,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,474,8.167036055864688,-1,NA,NA,0,790,12.658348711059668,27.42,FALSE,4,72,1024.7999,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,32,1,1,0,0,0,0,0,0
1815336,626860,84,1,1,3,3,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2193,4.750475254688468,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,2,1,0,0,0,0,0,1,1
2455520,825899,74,2,1,3,3,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,621,9.880810910968908,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
1102953,390547,31,1,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1537,1.9300919604580233,-1,NA,NA,0,1442,12.861857802505176,5.71,FALSE,4,31.130001,197.27,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
853902,309362,7,3,1,4,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,184,28.003662923571504,222,11.702790575182126,4.7,20.99,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
389091,161875,79,1,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1253,3.928724796135097,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,4,1,0,1,0,0,0,0,1
2187975,737540,74,1,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,454,7.3654276807124965,-1,NA,NA,0,454,12.15479110693345,0.49,FALSE,3,2.94,16.66,0.13883333,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
1989244,677023,5,5,1,4,1,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,2724,3.9891052724736817,2516,10.022226017454662,6.76,27.17,-1,NA,NA,FALSE,NA,0,0,0,FALSE,H,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
587814,230544,65,4,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,854,3.6379524126819995,-1,NA,NA,0,734,13.914579484455242,6.56,FALSE,3,24.369999,238.03,1,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
1883690,647437,35,2,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2597,13.365656025887324,-1,NA,NA,0,2760,12.271559490278808,4.61,FALSE,3,17.59,166.81001,1,TRUE,M,TRUE,FALSE,FALSE,TRUE,work1,FALSE,FALSE,1,1,1,1,1,0,0,0,0,1,0,1
2054399,696311,24,3,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2377,7.125796238011693,-1,NA,NA,0,2261,13.590408061010663,5.48,FALSE,4,21.23,-19.0486,-0.15873833,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
36063,10671,79,1,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,97,1,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,1,2,1,0,0,0,0,1,1,1
981335,352568,44,2,2,1,2,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,TRUE,1444,2.876205866700223,2369,3.687905221676167,28.16,82.46001,1226,13.727912200384068,4.04,FALSE,4,18.970001,142.62999,1,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0
1667276,578611,62,3,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2206,4.948810619167949,-1,NA,NA,0,808,11.726695007141723,28.2,FALSE,4,86,1042,1,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
2362736,794351,42,1,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,555,7.924375988320512,-1,NA,NA,0,519,12.80778595227099,6.76,FALSE,4,30.14,240.26,1,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
1556965,538842,49,1,1,3,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,322,2.0211129269826857,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,64,2,2,0,0,0,0,0,0
911316,328077,4,4,1,4,1,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,265,5.4086227111348855,263,10.141898804155767,1.7,10.56,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
1450508,504713,29,1,1,1,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,TRUE,1935,3.1154709025769445,2311,1.3144143908622496,13.01,45.94,2289,11.001650336003427,13.82,FALSE,3,45.6,507.19998,1,TRUE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1265615,443595,77,2,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1641,6.8631616370397435,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0
1768495,611711,21,5,1,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2309,2.9350084593747736,-1,NA,NA,0,2311,12.22855904983637,0.97,FALSE,4,7.92,-7.2296,-0.060246665,FALSE,N,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,0,0,0,16,1,0,0,1,0,0,0,1
1687905,585841,73,2,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2221,16.718150048239032,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
2122846,717218,32,2,1,3,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2459,1.1480851718073397,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1598815,555001,10,3,2,4,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,383,4.2609532578561975,285,11.14624864992946,3.7,17.41,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
1955602,667623,39,2,1,3,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,FALSE,2523,5.370138171101109,2369,5.252111981027936,8.01,35.769997,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,0,0,0,32,1,1,0,0,0,0,0,0
679490,255933,36,1,2,3,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,812,4.437226533526739,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,8,1,0,0,0,1,0,0,1
1990437,677403,13,4,1,4,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,2735,2.558999882507005,2753,9.326059751122925,2.96,13.48,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,FALSE,FALSE,school1,FALSE,FALSE,1,0,0,16,1,0,0,1,0,0,0,1
2055748,696565,48,2,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2377,3.0454126810928543,-1,NA,NA,0,2361,13.032974430144527,1.17,FALSE,4,7.16,-6.4838,-0.054031666,FALSE,H,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
974129,349563,75,1,1,2,3,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,297,3.6143162472511423,-1,NA,NA,0,210,12.001836878386898,7.31,FALSE,3,24.849998,-22.724798,-0.18937331,FALSE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,1,1,0,0,0,0,1,0,1
8348,2411,39,1,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,43,2.4579244098862882,-1,NA,NA,0,32,11.4335104601705,1.54,FALSE,3,10.26,-9.3032,-0.077526666,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
2400322,806647,21,3,1,2,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,TRUE,588,26.899293247384726,889,2.8892614665989522,16.74,45.949997,1085,13.470367923495784,10.91,FALSE,4,47.67,-44.955997000000004,-0.3746333,TRUE,M,TRUE,FALSE,FALSE,FALSE,work1,FALSE,FALSE,1,1,0,0,0,0,0,0,0,0,0,0
1091899,387324,6,3,1,4,1,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,1579,17.70660483177946,1583,11.511241963622291,0.75,4.48,-1,NA,NA,FALSE,NA,0,0,0,FALSE,M,TRUE,FALSE,TRUE,FALSE,school1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0
1280630,449355,32,3,2,2,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1681,13.758740355423024,-1,NA,NA,0,1137,13.678597161460354,10.18,FALSE,4,36.010002,371.19003,1,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,24,3,0,0,2,1,0,0,3
2080428,704555,51,2,2,1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2408,3.0511392075635113,-1,NA,NA,0,2456,13.29039888629719,3.55,FALSE,4,17.66,-16.3998,-0.136665,FALSE,H,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
1410240,493844,70,4,2,3,3,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1938,23.084106295199106,-1,NA,NA,0,-1,NA,NA,FALSE,NA,0,0,0,FALSE,N,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,0,0,0,1,1,0,0,0,0,1,0,1
